Reference Handle,Token,Item Name,Customer-facing name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online sale price,Archived,Sellable,Contains alcohol,Stockable,Skip Detail screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Wild Octave Organics,New Quantity Wild Octave Organics,Stock Alert Enabled Wild Octave Organics,Stock Alert Count Wild Octave Organics,Modifier Set - 01 Coffee Type,Modifier Set - 02 Milk,Modifier Set - 03 strength,Modifier Set - 04 Sugar / Sweetener,Modifier Set - 05 Half & Half Hot Drink,Modifier Set - 06 Drink Heat,Modifier Set - Add-Ons,Modifier Set - Decaf,Modifier Set - Fruits - custom,Modifier Set - Fruits - Custom (Custom Juice Only),Modifier Set - iced,Modifier Set - Juice instead of milk,Modifier Set - Mushroom Booster Mod,Modifier Set - on side,Modifier Set - Own Cup,Modifier Set - Smoothie milks,Modifier Set - Super Foods & Mush Add-On,Tax - GST (10%),Tax - GST Free (0%)
#thyoplex-120-tabs-bioceuticals-,3OBBGZUZC7T5GXHJWBCYBODB,"Thyoplex 120 tabs, Bioceuticals",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Counter",Shop > Supplements,,,,9337896002490,visible,Physical good,,,,Y,,,,56.95,,N,,,,,,,31.38,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tiger-nut-barista-milk-1l-,MU227VOM425K2RUICHUYZBL3,Tiger Nut Barista Milk 1l,,,,,,Shop > Groceries,Shop > Groceries,,,,9358871000034,visible,Physical good,,,,Y,N,N,N,6.90,,N,,N,,N,,,4.16,Horizon Foods,,153,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tiger-nut-original-milk-1l-,XIEFSD4EVOTH25ZIFF33N2QO,Tiger Nut Original Milk 1l,,,,,,Shop > Groceries,Shop > Groceries,,,,9358871000027,visible,Physical good,,,,Y,N,N,N,6.90,,N,,N,,N,,,4.16,Horizon Foods,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tikka-masala-500g-ozganics-,JB4KBOR7PXNM6I3REKFWYQF2,"Tikka Masala 500g, ozganics",,,,93193,,"Shelf Labels > Label  International Groceries, Shop > Groceries",Shop > Groceries,,,,9327304002242,unavailable,Physical good,,,,Y,N,N,N,11.00,,N,,N,,N,,,5.00,United Organics,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tikka-masala-simmer-300g-food-earth-regular,YJ7IHDICN2PXKFXAIYHKMXNR,Tikka Masala Simmer 300g Food Earth,,Regular,,,,"Shelf Labels > Label  International Groceries, Shop > Groceries",Shop > Groceries,,,,8906011812507,visible,Physical good,,,,Y,N,N,N,6.70,,N,,N,,N,,,4.06,BioLiving,,6,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#times-org-butter-unsalted-250g-org-,PTPVSZW2VRTRLVIC4DSKID7L,"Times Org Butter Unsalted 250g, Org",,,,,,"Shop > Fridge & Freezer, Shelf Labels > Label  Dairy Fridge",Shop > Fridge & Freezer,,,,9338415002090,visible,Physical good,,,,Y,N,N,N,11.65,,N,,N,,N,,,7.95,United Organics,,10,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tinted-lip-balm-almond-5g-natures-gold-,KGIKLEEB57LTGY2BHYEJCTML,"Tinted Lip Balm Almond 5g, Natures Gold",,,,,,"Shelf Labels > Label  Cosmetics, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9348987000080,visible,Physical good,,,,Y,N,N,N,7.25,,N,,N,,N,,,3.99,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tintenbar-triple-cream-brie-nimbin-valley-dairy-150g-,QVIR7RQGIMW65WSNA7YPSVMM,Tintenbar Triple Cream Brie Nimbin Valley Dairy 150g,,,,,,"Shop > Fridge & Freezer, Shelf Labels > Label  Dairy Fridge",Shop > Fridge & Freezer,,,,9342056001022,visible,Physical good,,,,Y,,,,12.95,,N,,,,,,,8.63,Horizon Foods,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#toasted-coconut-60g-chow-cacao-regular,T7ATRDOXXYW434OEZ6BQD4FC,"Toasted Coconut, 60g, Chow Cacao",,Regular,,,,"Shelf Labels > Label  Confectionary, Shop > Groceries",Shop > Groceries,,,,743966106156,visible,Physical good,,,,Y,N,N,N,9.90,,N,,N,,N,,,5.45,BioLiving,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toasted-hazelnut-chocolate-80g-bennetto-natural-foods-,7PY7H2VDOF3F67TM7M3TCJZI,"Toasted Hazelnut Chocolate 80g, Bennetto Natural Foods",,,,,,"Shop > Groceries, Shelf Labels > Label  Choc and Confectionary",Shop > Groceries,,,,9421903370648,visible,Physical good,,,,Y,,,,10.30,,N,,,,,,,5.67,Cartel & Company,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toffee-almond-60g-chow-cacao-regular,YOHIJYGO3OXMBLVYRBVIJ6RQ,"Toffee Almond 60g, Chow Cacao",,Regular,,,,"Shelf Labels > Label  Confectionary, Shop > Groceries",Shop > Groceries,,,,743966106033,visible,Physical good,,,,Y,N,N,N,9.90,,N,,N,,N,,,5.45,BioLiving,,11,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tofu-org-350g-nutrisoy-,QTVXYSNLHWXRXMGLGPTIX2U5,"Tofu Org 350g, Nutrisoy",,,,,,"Shelf Labels > Label  Tofu Fridge, Shop > Groceries",Shop > Groceries,,,,9313727000118,visible,Physical good,,,,Y,N,N,N,5.75,,N,,N,,N,,,3.85,All Good Foods,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tofu-org-750g-nutrisoy-,RWMLRTLEGXSX74MN54ROX2WM,"Tofu Org 750g, Nutrisoy",,,,,,"Shelf Labels > Label  Tofu Fridge, Shop > Groceries",Shop > Groceries,,,,9313727000125,visible,Physical good,,,,Y,N,N,N,11.00,,N,,N,,N,,,7.35,All Good Foods,,8,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tofu-spicy-200g-nutrisoy-regular,SEIAXYNJH5EDPYIAE7SGVLC3,Tofu Spicy 200g Nutrisoy,,Regular,,,,"Shop > Groceries, Shelf Labels > Label  Tofu Fridge",Shop > Groceries,,,,9313727002013,visible,Physical good,,,,Y,N,N,N,6.00,,N,,N,,N,,,4.00,All Good Foods,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tofu-teriyaki-200g-nutrisoy-regular,7L74HXZ4UGDP27ZPXQKXIQ5E,Tofu Teriyaki 200g Nutrisoy,,Regular,,,,"Shelf Labels > Label  Tofu Fridge, Shop > Groceries",Shop > Groceries,,,,9313727002020,visible,Physical good,,,,Y,N,N,N,6.00,,N,,N,,N,,,4.00,All Good Foods,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tom-org-org-cotton-tampons-16pk-super-,JRYQBR2GZRPDCZGFIFEJUFBD,Tom Org Org Cotton Tampons 16pk Super,,,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  House and Oils",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9346285000351,visible,Physical good,,,,Y,N,N,N,9.20,,N,,N,,N,,,5.07,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tom-yum-paste-100g-lumlum-org-,6IQTZOL643EFOVPFCMT6Z7CS,"Tom Yum Paste 100g, Lumlum Org",,,,,,"Shop > Groceries, Shelf Labels > Label  International Groceries",Shop > Groceries,,,,8859060300092,visible,Physical good,,,,Y,N,N,N,9.20,,N,,N,,N,,,5.58,,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tomato-basil-pasta-sauce-500g-ozganics-,NEUBDBJZFVA45TDRAQBNLINO,"Tomato & Basil Pasta Sauce 500g, Ozganics",,,,,,"Shop > Groceries, Shelf Labels > Label  Cooking Oils",Shop > Groceries,,,,9327304001207,visible,Physical good,,,,Y,,,,8.25,,N,,,,,,,5.00,,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tomato-chilli-org-relish-250g-ozganics-regular,2TBQSAZRUKY7VUNUH6SGEXYH,"Tomato & Chilli Org Relish 250g, Ozganics",,Regular,,,,"Shelf Labels > Label  Cooking Oils, Shop > Groceries",Shop > Groceries,,,,9327304002716,visible,Physical good,,,,Y,N,N,N,8.30,,N,,N,,N,,,5.03,,,7,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tomato-passata-680g-ceres-organics-,JL4XSZEQ5KDROTMRUGRMLQ2L,"Tomato Passata 680g, Ceres Organics",,,,,,"Shelf Labels > Label  Cooking Oils, Shop > Groceries",Shop > Groceries,,,,9415748005179,visible,Physical good,,,,Y,N,N,N,5.40,,N,,N,,N,,,3.28,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tomato-passata-700g-spiral-,PSKNHOVV355O6IPOQAXJHUOF,"Tomato Passata 700g, Spiral",,,,,,Shop > Groceries,Shop > Groceries,,,,9312336791202,visible,Physical good,,,,Y,N,N,N,6.90,,N,,N,,N,,,4.18,Spiral Foods,,13,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tomato-paste-300g-spiral-,CC5PEPMD35CEMGVV6D5CNR5R,"Tomato Paste 300g, Spiral",,,,,,Shop > Groceries,Shop > Groceries,,,,9312336791509,visible,Physical good,,,,Y,N,N,N,6.05,,N,,N,,N,,,3.68,Spiral Foods,,14,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tomato-sauce-250ml-ozganics-,NBRR7HDKTRD4FLI6NBC2BJSJ,"Tomato Sauce 250ml, Ozganics",,,,,,"Shop > Groceries, Shelf Labels > Label  Choc and Confectionary",Shop > Groceries,,,,9327304000033,visible,Physical good,,,,Y,N,N,N,7.60,,N,,N,,N,,,4.59,United Organics,,9,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tomatoes-,TAV2RD5IVMYSKLX52UKPP5B4,Tomatoes,,,Kilogram 1.000,,,Shop > Fruit & Veg,Shop > Fruit & Veg,,,,,visible,Physical good,,,,Y,N,N,N,10.10,,N,,N,,N,,,5.77,United Organics,,6.79,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tomatoes-roma-,O75MXP2XF2TBFPLTZX5B2IHN,Tomatoes Roma,,,Kilogram 1.000,,,Shop > Fruit & Veg,Shop > Fruit & Veg,,,,,unavailable,Physical good,,,,Y,N,N,N,10.15,,N,,N,,N,,,5.80,United Organics,,5.79,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tomatoes-truss-,GG2G2SWO3F3W6DBDCUZ63CPT,Tomatoes Truss,,,Kilogram 1.000,,,Shop > Fruit & Veg,Shop > Fruit & Veg,,,,,unavailable,Physical good,,,,Y,N,N,N,20.30,,N,,N,,N,,,11.60,United Organics,,1.76,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tomatoes-cherry-,MTTYIFOS3BTV44UD7Z5EKHSN,"Tomatoes, Cherry",,,Kilogram 1.000,,,Shop > Fruit & Veg,Shop > Fruit & Veg,,,,,visible,Physical good,,,,Y,N,N,N,25.65,,N,,N,,N,,,14.66,United Organics,,-0.41,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#tongue-cleaner-copper-bio-veda-regular,UJTUVSPKUFK7QYA2Y5CJ3NBQ,Tongue Cleaner Copper Bio Veda,,Regular,,,,"Shelf Labels > Label  House and Teeth, Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6)",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,8904120907534,visible,Physical good,,,,Y,N,N,N,7.90,,N,,N,,N,,,4.35,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tongue-cleaner-copper-vrindavan-,ZW6FHK5PBMFJ2RLX3HU2RAIA,"Tongue Cleaner Copper, Vrindavan",,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,746092298207,visible,Physical good,,,,Y,,,,14.20,,N,,,,,,,7.82,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tongue-cleaner-stainless-steel-bio-veda-regular,XVIRS36D7MNAPJT75QY7ZOQD,Tongue Cleaner Stainless Steel Bio Veda,,Regular,,,,"Shelf Labels > Label  House and Teeth, Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6)",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,8904120907541,visible,Physical good,,,,Y,N,N,N,6.95,,N,,N,,N,,,3.80,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tongue-cleaner-stainless-steel-vrindavan-,BHRATFIXHNVG543CPPWUZLTT,"Tongue Cleaner Stainless Steel, Vrindavan",,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,746092297910,visible,Physical good,,,,Y,,,,8.20,,N,,,,,,,4.52,Vrindivan,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toothbrush-adult-med-original-environmental-toothbrush-regular,PDH5QAVHLY7JXVRYU6ZSEYW6,Toothbrush Adult Med Original Environmental Toothbrush,,Regular,,,,"Shelf Labels > Label  House and Teeth, Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6)",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,19369999299788,unavailable,Physical good,,,,N,N,N,N,3.30,,N,,N,,N,,,1.82,,,9,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toothbrush-adult-medium-eco-,6BLKUJXULKPVICWJ6BCJFQDL,"Toothbrush Adult Medium, Eco",,,,,,"Shelf Labels > Label  House and Teeth, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,19348036000020,visible,Physical good,,,,Y,N,N,N,3.50,,N,,N,,N,,,1.93,,,7,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toothbrush-adult-soft-mi-eco-,TK26WC6ODKAQOJF32KZ2NWJ3,"Toothbrush Adult Soft, mi Eco",,,,,,"Shelf Labels > Label  House and Teeth, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,1936999027312,visible,Physical good,,,,Y,N,N,N,3.50,,N,,N,,N,,,1.93,,,-1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toothbrush-c-child-soft-eco-,563OWRHFNE36UZEFMMUSUXIS,"Toothbrush C Child Soft, Eco",,,,,,Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9348036000030,visible,Physical good,,,,Y,N,N,N,3.50,,N,,N,,N,,,1.93,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toothbrush-child-soft-mi-eco-,5C2JYMY773G3D7I7KBDMQXT3,"Toothbrush Child Soft, mi Eco",,,,,,Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,19369999028890,visible,Physical good,,,,Y,N,N,N,3.50,,N,,N,,N,,,1.93,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toothbrush-clear-wrapping-regular,YDI46YZ5OQMRH5VBTFQM2TQ6,Toothbrush Clear Wrapping,,Regular,,,,"Shelf Labels > Label  House and Teeth, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,271942849495,visible,Physical good,,,,Y,N,N,N,3.95,,N,,N,,N,,,2.18,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toothbrush-s-soft-eco-,G5YPXFZ2YTMIVONAVIRYXZEV,"Toothbrush S Soft, Eco",,,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  House and Teeth",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9348036000016,visible,Physical good,,,,Y,,,,3.50,,N,,,,,,,1.93,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toothpaste-charcoal-100ml-vrindavan-,NZI3Z6UGEX4WMSMZGMPWZY2L,"Toothpaste Charcoal 100ml, Vrindavan",,,,,,Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9340249000067,visible,Physical good,,,,Y,N,N,N,12.30,,N,,N,,N,,,6.78,Vrindivan,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toothpaste-fluoride-free-150g-lemon-myrtle-fragrances-,4W4VZLF7KPWKT5H734OND3E3,"Toothpaste Fluoride Free 150g, Lemon Myrtle Fragrances",,,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  House and Teeth",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9336696000705,visible,Physical good,,,,Y,,,,14.50,,N,,,,,,,7.99,Unique Health Products,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toothpaste-herbal-100ml-vrindavan-,2INDM3ZW5X7JT6UMUNIWO6EH,"Toothpaste Herbal 100ml, Vrindavan",,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,9340249000036,visible,Physical good,,,,Y,N,N,N,10.30,,N,,N,,N,,,5.67,Vrindivan,,9,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#toothpaste-neem-100ml-vrindavan-,6DBK3R5ZCUMSOGGPQWRL6NQR,"Toothpaste Neem 100ml, Vrindavan",,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,9340249000005,visible,Physical good,,,,Y,N,N,N,10.30,,N,,N,,N,,,5.67,Vrindivan,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#topaz-sparkly-purple-org-crystal-glitter-ecoglitz-18ml-jar-,CZBWJYHDDFEKWK52QKUKU4CQ,"Topaz(sparkly purple) Org crystal glitter, Ecoglitz 18Ml Jar",,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,255948780921,visible,Physical good,,,,Y,,,,29.00,,N,,,,,,,15.98,EcoGlitz,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#topwil-org-coconut-amino-sauce-smoky-bbq-250ml-,72JLLMLGQOIO3HDDTMR2BPJH,Topwil Org Coconut Amino Sauce Smoky Bbq 250ml,,,,,,"Shop > Groceries, Shelf Labels > Label  Choc and Confectionary",Shop > Groceries,,,,9351450001965,visible,Physical good,,,,Y,N,N,N,8.95,,N,,N,,N,,,5.42,,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#topwil-org-coconut-amino-sauce-sweet-chilli-250ml-,HA44IDSHBYUF356GPL4FL4NS,Topwil Org Coconut Amino Sauce Sweet Chilli 250ml,,,,,,"Shop > Groceries, Shelf Labels > Label  Choc and Confectionary",Shop > Groceries,,,,9351450001989,visible,Physical good,,,,Y,N,N,N,8.95,,N,,N,,N,,,5.42,Yuen's Market Trading,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#tortilla-chilli-lime-chips-salted-150g-proper-,46C6XKWXTHTUOQFZ2R5WMQQF,"Tortilla Chilli Lime Chips Salted 150g, Proper",,,,,,"Shop > Groceries, Shelf Labels > Label  Chips",Shop > Groceries,,,,9421905498838,visible,Physical good,,,,Y,N,N,N,8.10,,N,,N,,N,,,4.46,The Better Food Distribution Co,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tortilla-chips-salted-150g-proper-,P3ULUU4BL3AJZ4MO7KB7AIR2,"Tortilla Chips Salted 150g, Proper",,,,,,"Shop > Groceries, Shelf Labels > Label  Chips",Shop > Groceries,,,,9421905498807,visible,Physical good,,,,Y,,,,8.10,,N,,,,,,,4.46,The Better Food Distribution Co,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#traditional-hummus-270g-naked-byron-foods-org-regular,XVKZWOZUZXQ5BAASBRI5RZFI,Traditional Hummus 270g Naked Byron Foods Org,,Regular,,,,"Shop > Groceries, Shelf Labels > Label  Dairy Fridge",Shop > Groceries,,,,9314075001000,visible,Physical good,,,,Y,N,N,N,7.50,,N,,N,,N,,,5.00,All Good Foods,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#traditional-sauerkraut-1-95kg-kehoe-s-org-,E3ZCQH3I2NCCIDGSVU3UO25B,"Traditional Sauerkraut 1.95kg, Kehoe's Org",,,,,,"Shelf Labels > Label  Tofu Fridge, Shop > Groceries",Shop > Groceries,,,,222556770279,visible,Physical good,,,,Y,N,N,N,79.20,,N,,N,,N,,,48.00,United Organics,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#traditional-sauerkraut-440g-alive-foods-,AXEFXIVTEF2NSAOXYPA4IQRI,Traditional Sauerkraut 440g Alive Foods,,,,,,"Shelf Labels > Label  Tofu Fridge, Shop > Groceries",Shop > Groceries,,,,764210573227,visible,Physical good,,,,Y,N,N,N,15.00,,N,,N,,N,,,10.00,All Good Foods,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#transformative-eye-serum-15ml-jojoba-co-regular,DFIA5DISVWQWPOHMCVQ474XT,Transformative Eye Serum 15ml Jojoba Co,,Regular,,,,"Shelf Labels > Label  Cosmetics, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9342126004533,visible,Physical good,,,,Y,N,N,N,61.80,,N,,N,,N,,,34.05,The Jojoba Company,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#travel-peppermint-toothpaste-28gm-dr-bronner-s-,Z4GUJCF26O6HUW5WG53PJT3T,"Travel Peppermint Toothpaste 28gm, Dr.Bronner'S",,,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  House and Teeth",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,,visible,Physical good,,,,Y,,,,7.15,,N,,,,,,,3.94,Little Valley,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#traveler-s-friend-citrus-seed-extract-water-purifier-30ml-,Z6KC5N6Y7C4IEA7KJ3AY4YUX,Traveler's Friend Citrus Seed Extract Water Purifier 30ml,,,,,,Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,0769807520646,visible,Physical good,,,,Y,N,N,N,31.45,,N,,N,,N,,,17.33,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tremella-100g-superfeast-,IIPS7CHAWW7W37OA2C2ZSGOV,"Tremella 100g, Superfeast",,,,,,"Shop > Supplements, Shelf Labels > Label  Mushrooms",Shop > Supplements,,,,787099242602,visible,Physical good,,,,Y,N,N,N,65.60,,N,,N,,N,,,36.16,Little Valley,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#trigandha-60-veg-caps-,XFAT46ECW2SKCJU4XEHMRG2I,TriGandha 60 veg caps,,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Counter",Shop > Supplements,,,,9353993000313,visible,Physical good,,,,Y,,,,59.20,,N,,,,,,,32.62,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tribal-soul-incense-palo-santo-box-,2MVEFSBVHHVSQGVZTI4EKGCY,Tribal Soul Incense Palo Santo Box,,,,,,"Shop > House, Shelf Labels > Label  Incense",Shop > House,,,,8901684614779,visible,Physical good,,,,Y,,,,2.50,,N,,,,,,,1.38,,,-2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tribal-soul-incense-sweetgrass-cedar-box-,3HFFNQVXU2ZS6JPVJGCC4CUQ,Tribal Soul Incense Sweetgrass + Cedar Box,,,,,,"Shop > House, Shelf Labels > Label  Incense",Shop > House,,,,8901684616810,visible,Physical good,,,,Y,,,,2.50,,N,,,,,,,1.38,,,7,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tribal-soul-incense-white-sage-lavender-box-,237NMDX6SV4PHF4AMIRLUKTH,Tribal Soul Incense White Sage & Lavender Box,,,,,,"Shop > House, Shelf Labels > Label  Incense",Shop > House,,,,8901684614816,visible,Physical good,,,,Y,,,,2.50,,N,,,,,,,1.38,,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tribal-soul-incense-white-sage-box-,3WGVLIUTHZFSKCWTOOWEFOYA,Tribal Soul Incense White Sage Box,,,,,,"Shop > House, Shelf Labels > Label  Incense",Shop > House,,,,8901684616810,visible,Physical good,,,,Y,,,,2.50,,N,,,,,,,1.38,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#tribulus-20000-120-caps-thompson-s-one-a-day-,F22QY7L3KO4C2PF53XFGG3IC,"Tribulus 20000 120 Caps, Thompson'S One A Day",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9400575002309,visible,Physical good,,,,Y,,,,82.30,,N,,,,,,,45.34,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#triple-action-sleep-support-30-tabs-ethical-nutrients-,Y6KC74L66Z3ZI6G3TLFKS6HU,"Triple Action Sleep Support 30 TABS, Ethical Nutrients",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Side",Shop > Supplements,,,,9315771009932,visible,Physical good,,,,Y,N,N,N,40.75,,N,,N,,N,,,22.45,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
